Player Name,Initial Stack,Credit?,$ Received,Balance,Credit,Ending Stack,P/L Player,Send Out,$ Sent,Tips,Done?,Tips %,Status,Notes,Total Tips:,Confirm Data,Starting Sum,End Sum,Should Equal,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
